repo,path,bucket,bytes,lines,tokens_4,tokens_35
opencode,packages/app/src/components/prompt-input/editor-dom.test.ts,test,4019,99,1005,1148
opencode,packages/app/src/components/prompt-input/editor-dom.ts,source,5068,148,1267,1448
opencode,packages/app/src/components/prompt-input/files.ts,source,2442,98,610,698
opencode,packages/app/src/components/prompt-input/history.test.ts,test,5623,153,1406,1607
opencode,packages/app/src/components/prompt-input/history.ts,source,7522,256,1880,2149
opencode,packages/app/src/components/prompt-input/image-attachments.tsx,source,2536,61,634,725
opencode,packages/app/src/components/prompt-input/paste.ts,source,613,24,153,175
opencode,packages/app/src/components/prompt-input/placeholder.test.ts,test,1532,48,383,438
opencode,packages/app/src/components/prompt-input/placeholder.ts,source,665,15,166,190
opencode,packages/app/src/components/prompt-input/slash-popover.tsx,source,6121,141,1530,1749
opencode,packages/app/src/components/prompt-input/submit.test.ts,test,11233,370,2808,3209
opencode,packages/app/src/components/prompt-input/submit.ts,source,17884,604,4471,5110
opencode,packages/app/src/components/server/server-row-menu.tsx,source,2463,59,616,704
opencode,packages/app/src/components/server/server-row.tsx,source,3970,127,988,1130
opencode,packages/app/src/components/session-context-usage.tsx,source,4095,124,1024,1170
opencode,packages/app/src/components/session/index.ts,source,359,6,90,103
opencode,packages/app/src/components/session/session-context-breakdown.test.ts,test,1794,61,448,513
opencode,packages/app/src/components/session/session-context-breakdown.ts,source,4018,132,1004,1148
opencode,packages/app/src/components/session/session-context-format.ts,source,652,20,160,183
opencode,packages/app/src/components/session/session-context-metrics.test.ts,test,3135,101,784,896
opencode,packages/app/src/components/session/session-context-metrics.ts,source,2146,82,536,613
opencode,packages/app/src/components/session/session-context-tab.tsx,source,11946,341,2984,3411
opencode,packages/app/src/components/session/session-header.tsx,source,23330,549,5832,6666
opencode,packages/app/src/components/session/session-new-design-view.tsx,source,667,16,167,191
opencode,packages/app/src/components/session/session-new-view.tsx,source,3657,91,914,1045
opencode,packages/app/src/components/session/session-sortable-tab.tsx,source,2632,70,658,752
opencode,packages/app/src/components/session/session-sortable-terminal-tab.tsx,source,6064,193,1516,1733
opencode,packages/app/src/components/settings-general.tsx,source,27485,779,6871,7853
opencode,packages/app/src/components/settings-keybinds.tsx,source,17573,560,4393,5021
opencode,packages/app/src/components/settings-list.tsx,source,211,5,53,60
opencode,packages/app/src/components/settings-models.tsx,source,5908,149,1477,1688
opencode,packages/app/src/components/settings-providers.tsx,source,11533,263,2883,3295
opencode,packages/app/src/components/settings-server-picker.tsx,source,4457,106,1114,1273
opencode,packages/app/src/components/settings-servers.tsx,source,1345,33,336,384
opencode,packages/app/src/components/settings-v2/dialog-server-v2.tsx,source,5222,129,1306,1492
opencode,packages/app/src/components/settings-v2/dialog-settings-v2.tsx,source,3492,82,873,998
opencode,packages/app/src/components/settings-v2/general.tsx,source,24808,716,6202,7088
opencode,packages/app/src/components/settings-v2/index.tsx,source,54,1,14,15
opencode,packages/app/src/components/settings-v2/models.tsx,source,5186,138,1296,1482
opencode,packages/app/src/components/settings-v2/parts/list.tsx,source,230,6,58,66
opencode,packages/app/src/components/settings-v2/parts/row.tsx,source,625,20,156,179
opencode,packages/app/src/components/settings-v2/providers.tsx,source,11037,265,2759,3153
opencode,packages/app/src/components/settings-v2/servers.tsx,source,6017,143,1504,1719
opencode,packages/app/src/components/settings-v2/settings-v2.css,text-other,13259,654,3315,3788
opencode,packages/app/src/components/status-popover-body.tsx,source,19436,503,4859,5553
opencode,packages/app/src/components/status-popover.tsx,source,7324,207,1831,2093
opencode,packages/app/src/components/terminal.tsx,source,20554,667,5138,5873
opencode,packages/app/src/components/titlebar-history.test.ts,test,1961,63,490,560
opencode,packages/app/src/components/titlebar-history.ts,source,1767,57,442,505
opencode,packages/app/src/components/titlebar-session-events.test.ts,test,937,28,234,268
opencode,packages/app/src/components/titlebar-session-events.ts,source,1011,29,253,289
opencode,packages/app/src/components/titlebar.css,text-other,1172,46,293,335
opencode,packages/app/src/components/titlebar.tsx,source,39579,1015,9895,11308
opencode,packages/app/src/components/updater-action.test.ts,test,1057,26,264,302
opencode,packages/app/src/components/updater-action.ts,source,1868,51,467,534
opencode,packages/app/src/components/windows-app-menu.tsx,source,4796,131,1199,1370
opencode,packages/app/src/constants/file-picker.ts,source,1673,89,418,478
opencode,packages/app/src/context/command-keybind.test.ts,test,2516,69,628,717
opencode,packages/app/src/context/command.test.ts,test,854,25,214,244
opencode,packages/app/src/context/command.tsx,source,12942,444,3232,3693
opencode,packages/app/src/context/comments.test.ts,test,5652,188,1413,1615
opencode,packages/app/src/context/comments.tsx,source,7154,250,1788,2044
opencode,packages/app/src/context/directory-sync.ts,source,21850,620,5462,6243
opencode,packages/app/src/context/file-content-eviction-accounting.test.ts,test,1938,65,484,554
opencode,packages/app/src/context/file.tsx,source,8391,290,2098,2397
opencode,packages/app/src/context/file/content-cache.ts,source,1979,88,495,565
opencode,packages/app/src/context/file/path.test.ts,test,13300,360,3324,3799
opencode,packages/app/src/context/file/path.ts,source,4183,151,1046,1195
opencode,packages/app/src/context/file/tree-store.ts,source,4192,170,1048,1198
opencode,packages/app/src/context/file/types.ts,source,824,41,206,235
opencode,packages/app/src/context/file/view-cache.ts,source,4118,147,1030,1177
opencode,packages/app/src/context/file/watcher.test.ts,test,3684,149,921,1053
opencode,packages/app/src/context/file/watcher.ts,source,1522,53,380,435
opencode,packages/app/src/context/global-sync/bootstrap.test.ts,test,3684,108,921,1053
opencode,packages/app/src/context/global-sync/bootstrap.ts,source,12457,338,3114,3559
opencode,packages/app/src/context/global-sync/child-store.test.ts,test,7028,218,1757,2008
opencode,packages/app/src/context/global-sync/child-store.ts,source,11920,362,2980,3406
opencode,packages/app/src/context/global-sync/event-reducer.test.ts,test,17434,596,4358,4981
opencode,packages/app/src/context/global-sync/event-reducer.ts,source,13092,390,3273,3741
opencode,packages/app/src/context/global-sync/eviction.ts,source,964,28,241,275
opencode,packages/app/src/context/global-sync/mcp.test.ts,test,942,34,236,269
opencode,packages/app/src/context/global-sync/mcp.ts,source,496,18,124,142
opencode,packages/app/src/context/global-sync/queue.test.ts,test,1137,46,284,325
opencode,packages/app/src/context/global-sync/queue.ts,source,2071,87,518,592
opencode,packages/app/src/context/global-sync/session-cache.test.ts,test,3449,107,862,985
opencode,packages/app/src/context/global-sync/session-cache.ts,source,1943,66,486,555
opencode,packages/app/src/context/global-sync/session-load.ts,source,751,25,188,215
opencode,packages/app/src/context/global-sync/session-prefetch.test.ts,test,3827,139,957,1093
opencode,packages/app/src/context/global-sync/session-prefetch.ts,source,3104,107,776,887
opencode,packages/app/src/context/global-sync/session-trim.test.ts,test,2110,59,528,603
opencode,packages/app/src/context/global-sync/session-trim.ts,source,2206,57,552,630
opencode,packages/app/src/context/global-sync/types.ts,source,2864,140,716,818
opencode,packages/app/src/context/global-sync/utils.test.ts,test,1674,52,418,478
opencode,packages/app/src/context/global-sync/utils.ts,source,1614,51,404,461
opencode,packages/app/src/context/global.tsx,source,4683,151,1171,1338
opencode,packages/app/src/context/highlights.tsx,source,6896,233,1724,1970
opencode,packages/app/src/context/language.tsx,source,7398,243,1850,2114
opencode,packages/app/src/context/layout-helpers.ts,source,962,38,240,275
opencode,packages/app/src/context/layout-scroll.test.ts,test,1819,64,455,520
opencode,packages/app/src/context/layout-scroll.ts,source,2818,126,704,805
opencode,packages/app/src/context/layout.test.ts,test,1704,69,426,487
opencode,packages/app/src/context/layout.tsx,source,31909,965,7977,9117
opencode,packages/app/src/context/local.tsx,source,12211,404,3053,3489
opencode,packages/app/src/context/mcp.ts,source,556,19,139,159
opencode,packages/app/src/context/model-variant.test.ts,test,2235,86,559,639
opencode,packages/app/src/context/model-variant.ts,source,1776,52,444,507
opencode,packages/app/src/context/models.tsx,source,4780,164,1195,1366
opencode,packages/app/src/context/notification.tsx,source,13262,374,3316,3789
opencode,packages/app/src/context/permission-auto-respond.test.ts,test,3793,102,948,1084
opencode,packages/app/src/context/permission-auto-respond.ts,source,1699,51,425,485
opencode,packages/app/src/context/permission.tsx,source,8813,280,2203,2518
opencode,packages/app/src/context/platform.tsx,source,4376,133,1094,1250
opencode,packages/app/src/context/prompt.tsx,source,9710,328,2428,2774
opencode,packages/app/src/context/sdk.tsx,source,728,17,182,208
opencode,packages/app/src/context/server-sdk.test.ts,test,1770,53,442,506
opencode,packages/app/src/context/server-sdk.tsx,source,11124,348,2781,3178
opencode,packages/app/src/context/server-sync.test.ts,test,3399,122,850,971
opencode,packages/app/src/context/server-sync.tsx,source,17953,542,4488,5129
opencode,packages/app/src/context/server.test.ts,test,5341,163,1335,1526
opencode,packages/app/src/context/server.tsx,source,10905,322,2726,3116
opencode,packages/app/src/context/settings.tsx,source,12043,348,3011,3441
opencode,packages/app/src/context/sync-optimistic.test.ts,test,4142,123,1036,1183
opencode,packages/app/src/context/sync.tsx,source,3448,119,862,985
opencode,packages/app/src/context/tabs.tsx,source,10073,272,2518,2877
opencode,packages/app/src/context/terminal-title.ts,source,723,24,165,189
opencode,packages/app/src/context/terminal.test.ts,test,2901,91,725,829
opencode,packages/app/src/context/terminal.tsx,source,13395,456,3349,3827
opencode,packages/app/src/custom-elements.d.ts,source,432,17,108,123
opencode,packages/app/src/desktop-menu.ts,source,7020,223,1755,2006
opencode,packages/app/src/entry.tsx,source,5065,182,1266,1447
opencode,packages/app/src/env.d.ts,source,468,21,117,134
opencode,packages/app/src/hooks/use-providers.ts,source,1677,61,419,479
opencode,packages/app/src/i18n/ar.ts,source,58673,852,11768,13450
opencode,packages/app/src/i18n/br.ts,source,51664,865,12757,14580
opencode,packages/app/src/i18n/bs.ts,source,50413,941,12482,14265
opencode,packages/app/src/i18n/da.ts,source,49461,935,12261,14013
opencode,packages/app/src/i18n/de.ts,source,52341,877,13008,14866
opencode,packages/app/src/i18n/en.ts,source,54415,1046,13587,15528
opencode,packages/app/src/i18n/es.ts,source,51807,948,12854,14690
opencode,packages/app/src/i18n/fr.ts,source,53426,876,13198,15084
opencode,packages/app/src/i18n/ja.ts,source,57194,859,10384,11867
opencode,packages/app/src/i18n/ko.ts,source,51725,854,10171,11624
opencode,packages/app/src/i18n/no.ts,source,49776,942,12358,14124
opencode,packages/app/src/i18n/parity.test.ts,test,1128,33,282,322
opencode,packages/app/src/i18n/pl.ts,source,51469,863,12601,14401
opencode,packages/app/src/i18n/ru.ts,source,65829,944,12698,14513
opencode,packages/app/src/i18n/th.ts,source,74452,931,11928,13632
opencode,packages/app/src/i18n/tr.ts,source,51362,950,12407,14179
opencode,packages/app/src/i18n/uk.ts,source,68269,973,13139,15016
opencode,packages/app/src/i18n/zh.ts,source,47880,936,9714,11102
opencode,packages/app/src/i18n/zht.ts,source,47886,922,9669,11050
opencode,packages/app/src/index.css,text-other,4435,173,1109,1267
opencode,packages/app/src/index.ts,source,958,23,240,274
opencode,packages/app/src/pages/directory-layout.tsx,source,2998,95,749,856
opencode,packages/app/src/pages/error-description.test.ts,test,681,17,170,195
opencode,packages/app/src/pages/error-description.ts,source,310,11,78,89
opencode,packages/app/src/pages/error.tsx,source,13231,369,3307,3779
opencode,packages/app/src/pages/home.tsx,source,46975,1217,11744,13421
opencode,packages/app/src/pages/layout.tsx,source,90816,2563,22704,25947
opencode,packages/app/src/pages/layout/deep-links.ts,source,1526,50,382,436
opencode,packages/app/src/pages/layout/helpers.test.ts,test,10885,321,2721,3110
opencode,packages/app/src/pages/layout/helpers.ts,source,5214,151,1304,1490
opencode,packages/app/src/pages/layout/inline-editor.tsx,source,3441,126,860,983
opencode,packages/app/src/pages/layout/project-avatar-state.ts,source,1270,30,318,363
opencode,packages/app/src/pages/layout/sidebar-items.tsx,source,12146,325,3036,3470
opencode,packages/app/src/pages/layout/sidebar-project.tsx,source,15001,375,3750,4286
opencode,packages/app/src/pages/layout/sidebar-shell.tsx,source,4441,125,1110,1269
opencode,packages/app/src/pages/layout/sidebar-workspace.tsx,source,18908,485,4727,5402
opencode,packages/app/src/pages/new-session.tsx,source,2763,78,690,789
opencode,packages/app/src/pages/session.tsx,source,53544,1729,13386,15298
opencode,packages/app/src/pages/session/composer/index.ts,source,136,2,34,39
opencode,packages/app/src/pages/session/composer/session-composer-region.tsx,source,13431,374,3358,3837
opencode,packages/app/src/pages/session/composer/session-composer-state.test.ts,test,4243,128,1061,1212
opencode,packages/app/src/pages/session/composer/session-composer-state.ts,source,5531,191,1383,1580
opencode,packages/app/src/pages/session/composer/session-followup-dock.tsx,source,3685,109,921,1053
opencode,packages/app/src/pages/session/composer/session-permission-dock.tsx,source,2600,74,650,743
opencode,packages/app/src/pages/session/composer/session-question-dock.tsx,source,17686,574,4422,5053
opencode,packages/app/src/pages/session/composer/session-request-tree.ts,source,1454,52,364,415
opencode,packages/app/src/pages/session/composer/session-revert-dock.tsx,source,3327,99,832,951
opencode,packages/app/src/pages/session/composer/session-todo-dock.tsx,source,8775,257,2194,2507
opencode,packages/app/src/pages/session/file-tab-scroll.test.ts,test,965,40,241,276
opencode,packages/app/src/pages/session/file-tab-scroll.ts,source,1813,67,453,518
opencode,packages/app/src/pages/session/file-tabs.tsx,source,13925,456,3481,3979
opencode,packages/app/src/pages/session/handoff.ts,source,970,36,242,277
opencode,packages/app/src/pages/session/helpers.test.ts,test,6659,189,1665,1903
opencode,packages/app/src/pages/session/helpers.ts,source,5525,198,1381,1579
opencode,packages/app/src/pages/session/message-gesture.test.ts,test,1614,62,404,461
opencode,packages/app/src/pages/session/message-gesture.ts,source,654,21,164,187
opencode,packages/app/src/pages/session/message-id-from-hash.ts,source,200,6,50,57
opencode,packages/app/src/pages/session/new-session-layout.ts,source,174,2,43,49
opencode,packages/app/src/pages/session/review-tab.tsx,source,5686,171,1422,1625
opencode,packages/app/src/pages/session/session-layout.ts,source,968,26,242,277
opencode,packages/app/src/pages/session/session-model-helpers.test.ts,test,1340,52,335,383
opencode,packages/app/src/pages/session/session-model-helpers.ts,source,326,16,82,93
opencode,packages/app/src/pages/session/session-side-panel.tsx,source,19184,475,4796,5481
opencode,packages/app/src/pages/session/terminal-label.ts,source,613,16,153,175
